"サイズの種類ID","サイズの種類名","カテゴリID","カテゴリ名","カテゴリパス"
"225","22.5cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"231","23cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"235","23.5cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"240","24cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"245","24.5cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"250","25cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"255","25.5cm","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"260","26cm以上","4526","ベビーサンダル","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"90","9cm以下","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"95","9.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"101","10cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"105","10.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"110","11cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"115","11.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"120","12cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"125","12.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"130","13cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"135","13.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"140","14cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"145","14.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"150","15cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"155","15.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"160","16cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"165","16.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"170","17cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"175","17.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"180","18cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"185","18.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"190","19cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"195","19.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"200","20cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"205","20.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"210","21cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"215","21.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"220","22cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"225","22.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"231","23cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"235","23.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"240","24cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"245","24.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"250","25cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"255","25.5cm","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"260","26cm以上","4527","ベビーブーツ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"90","9cm以下","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"95","9.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"101","10cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"105","10.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"110","11cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"115","11.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"120","12cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"125","12.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"130","13cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"135","13.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"140","14cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"145","14.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"150","15cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"155","15.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"160","16cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"165","16.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"170","17cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"175","17.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"180","18cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"185","18.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"190","19cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"195","19.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"200","20cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"205","20.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"210","21cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"215","21.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"220","22cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"225","22.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"231","23cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"235","23.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"240","24cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"245","24.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"250","25cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"255","25.5cm","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"260","26cm以上","4528","ベビーレインブーツ・長靴","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"90","9cm以下","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"95","9.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"101","10cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"105","10.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"110","11cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"115","11.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"120","12cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"125","12.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"130","13cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"135","13.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"140","14cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"145","14.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"150","15cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"155","15.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"160","16cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"165","16.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"170","17cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"175","17.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"180","18cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"185","18.5cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
"190","19cm","4529","ベビーフォーマルシューズ","ベビー・キッズ/ベビーシューズ・靴(～14cm)"
